"rho","rhou","rhoE","epsilon","velocity","internal_energy","pressure","temperature","rad_temp","mach_number","GlobalNodeId","PedigreeNodeId","Points:0","Points:1","Points:2"
1,585.662,171623,0.01372,585.662,123.48,82.32,1,2.92187,50,1,1,0,0,0
1,585.662,171624,0.013736,585.662,123.602,82.4013,1.00099,2.92259,49.9753,2,2,0.00075,0,0
1,585.662,171623,0.0137399,585.662,123.478,82.319,0.999988,2.92186,50.0003,3,3,0.0015,0,0
1,585.662,171624,0.0137454,585.662,123.603,82.4021,1.001,2.9226,49.9751,4,4,0.00225,0,0
1,585.662,171623,0.0137443,585.662,123.477,82.318,0.999975,2.92186,50.0006,5,5,0.003,0,0
1,585.662,171624,0.0137475,585.662,123.605,82.4031,1.00101,2.92261,49.9748,6,6,0.00375,0,0
1,585.662,171623,0.0137453,585.662,123.475,82.3169,0.999963,2.92185,50.0009,7,7,0.0045,0,0
1,585.662,171624,0.013748,585.662,123.606,82.4041,1.00102,2.92262,49.9745,8,8,0.00525,0,0
1,585.662,171623,0.0137455,585.662,123.474,82.3159,0.99995,2.92184,50.0013,9,9,0.006,0,0
1,585.662,171624,0.0137482,585.662,123.608,82.4052,1.00103,2.92263,49.9741,10,10,0.00675,0,0
1,585.662,171623,0.0137455,585.662,123.472,82.3148,0.999936,2.92183,50.0016,11,11,0.0075,0,0
1,585.662,171624,0.0137482,585.662,123.609,82.4063,1.00105,2.92264,49.9738,12,12,0.00825,0,0
1,585.662,171623,0.0137455,585.662,123.47,82.3136,0.999922,2.92182,50.0019,13,13,0.009,0,0
1,585.662,171624,0.0137483,585.662,123.611,82.4075,1.00106,2.92265,49.9734,14,14,0.00975,0,0
1,585.662,171623,0.0137454,585.662,123.469,82.3124,0.999908,2.92181,50.0023,15,15,0.0105,0,0
1,585.662,171624,0.0137483,585.662,123.613,82.4088,1.00108,2.92266,49.9731,16,16,0.01125,0,0
1,585.662,171623,0.0137454,585.662,123.467,82.3111,0.999892,2.9218,50.0027,17,17,0.012,0,0
1,585.662,171624,0.0137484,585.662,123.615,82.4101,1.00109,2.92267,49.9727,18,18,0.01275,0,0
1,585.662,171623,0.0137454,585.662,123.465,82.3098,0.999876,2.92178,50.0031,19,19,0.0135,0,0
1,585.662,171624,0.0137484,585.662,123.617,82.4114,1.00111,2.92268,49.9722,20,20,0.01425,0,0
1,585.662,171623,0.0137453,585.662,123.463,82.3084,0.999859,2.92177,50.0035,21,21,0.015,0,0
1,585.662,171624,0.0137484,585.662,123.619,82.4129,1.00113,2.9227,49.9718,22,22,0.01575,0,0
1,585.662,171623,0.0137453,585.662,123.46,82.3069,0.999841,2.92176,50.004,23,23,0.0165,0,0
1,585.662,171624,0.0137485,585.662,123.622,82.4144,1.00115,2.92271,49.9713,24,24,0.01725,0,0
1,585.662,171623,0.0137452,585.662,123.458,82.3054,0.999822,2.92174,50.0044,25,25,0.018,0,0
1,585.662,171624,0.0137485,585.662,123.624,82.416,1.00117,2.92273,49.9709,26,26,0.01875,0,0
1,585.662,171623,0.0137452,585.662,123.456,82.3037,0.999803,2.92173,50.0049,27,27,0.0195,0,0
1,585.662,171624,0.0137486,585.662,123.627,82.4177,1.00119,2.92274,49.9703,28,28,0.02025,0,0
1,585.662,171623,0.0137451,585.662,123.453,82.302,0.999781,2.92171,50.0055,29,29,0.021,0,0
1,585.662,171624,0.0137487,585.662,123.629,82.4195,1.00121,2.92276,49.9698,30,30,0.02175,0,0
1,585.662,171623,0.0137451,585.662,123.45,82.3002,0.999759,2.9217,50.006,31,31,0.0225,0,0
1,585.662,171624,0.0137487,585.662,123.632,82.4214,1.00123,2.92277,49.9692,32,32,0.02325,0,0
1,585.662,171623,0.013745,585.662,123.447,82.2982,0.999736,2.92168,50.0066,33,33,0.024,0,0
1,585.662,171624,0.0137488,585.662,123.635,82.4234,1.00126,2.92279,49.9686,34,34,0.02475,0,0
1,585.662,171623,0.013745,585.662,123.444,82.2962,0.999711,2.92166,50.0072,35,35,0.0255,0,0
1,585.662,171624,0.0137489,585.662,123.638,82.4256,1.00128,2.92281,49.968,36,36,0.02625,0,0
1,585.662,171623,0.0137449,585.662,123.441,82.294,0.999684,2.92164,50.0079,37,37,0.027,0,0
1,585.662,171624,0.0137489,585.662,123.642,82.4278,1.00131,2.92283,49.9673,38,38,0.02775,0,0
1,585.662,171623,0.0137449,585.662,123.437,82.2916,0.999655,2.92162,50.0086,39,39,0.0285,0,0
1,585.662,171624,0.013749,585.662,123.645,82.4303,1.00134,2.92285,49.9665,40,40,0.02925,0,0
1,585.662,171623,0.0137448,585.662,123.434,82.2891,0.999625,2.9216,50.0094,41,41,0.03,0,0
1,585.662,171624,0.0137491,585.662,123.649,82.4329,1.00137,2.92287,49.9657,42,42,0.03075,0,0
1,585.662,171623,0.0137447,585.662,123.43,82.2864,0.999592,2.92158,50.0102,43,43,0.0315,0,0
1,585.662,171624,0.0137492,585.662,123.654,82.4357,1.0014,2.9229,49.9649,44,44,0.03225,0,0
1,585.662,171623,0.0137446,585.662,123.425,82.2835,0.999557,2.92155,50.0111,45,45,0.033,0,0
1,585.662,171624,0.0137493,585.662,123.658,82.4387,1.00144,2.92293,49.964,46,46,0.03375,0,0
1,585.662,171623,0.0137446,585.662,123.421,82.2804,0.99952,2.92152,50.012,47,47,0.0345,0,0
1,585.662,171624,0.0137494,585.662,123.663,82.4419,1.00148,2.92295,49.963,48,48,0.03525,0,0
1,585.662,171623,0.0137445,585.662,123.416,82.2771,0.999479,2.92149,50.013,49,49,0.036,0,0
1,585.662,171624,0.0137495,585.662,123.668,82.4454,1.00152,2.92299,49.9619,50,50,0.03675,0,0
1,585.662,171623,0.0137444,585.662,123.41,82.2734,0.999435,2.92146,50.0142,51,51,0.0375,0,0
1,585.662,171624,0.0137496,585.662,123.674,82.4493,1.00157,2.92302,49.9608,52,52,0.03825,0,0
0.999999,585.662,171623,0.0137443,585.662,123.404,82.2695,0.999387,2.92143,50.0154,53,53,0.039,0,0
1,585.662,171624,0.0137499,585.662,123.68,82.4534,1.00162,2.92306,49.9595,54,54,0.03975,0,0
0.999999,585.662,171623,0.0137444,585.662,123.398,82.2652,0.999334,2.92139,50.0167,55,55,0.0405,0,0
1,585.662,171624,0.0137506,585.662,123.687,82.4579,1.00167,2.9231,49.9582,56,56,0.04125,0,0
0.999999,585.662,171623,0.0137455,585.662,123.391,82.2604,0.999277,2.92135,50.0181,57,57,0.042,0,0
1,585.662,171624,0.0137534,585.662,123.694,82.4629,1.00174,2.92314,49.9566,58,58,0.04275,0,0
0.999999,585.662,171623,0.0137511,585.662,123.383,82.2553,0.999215,2.9213,50.0197,59,59,0.0435,0,0
1,585.662,171624,0.0137662,585.662,123.703,82.4686,1.0018,2.92319,49.9549,60,60,0.04425,0,0
0.999999,585.662,171623,0.0137787,585.662,123.375,82.2499,0.99915,2.92125,50.0213,61,61,0.045,0,0
1,585.662,171624,0.0138273,585.662,123.713,82.4754,1.00189,2.92325,49.9529,62,62,0.04575,0,0
0.999999,585.662,171623,0.0139123,585.662,123.368,82.2452,0.999093,2.92121,50.0227,63,63,0.0465,0,0
1,585.662,171624,0.0141211,585.662,123.729,82.4859,1.00201,2.92334,49.9497,64,64,0.04725,0,0
0.999999,585.662,171623,0.0145567,585.662,123.369,82.2463,0.999105,2.92122,50.0224,65,65,0.048,0,0
1,585.662,171624,0.0155364,585.662,123.767,82.5114,1.00232,2.92357,49.942,66,66,0.04875,0,0
0.999999,585.662,171623,0.0176631,585.662,123.417,82.2777,0.999487,2.9215,50.0128,67,67,0.0495,0,0
1,585.662,171624,0.0223568,585.661,123.91,82.6066,1.00348,2.92441,49.9132,68,68,0.05025,0,0
0.999999,585.662,171624,0.0326351,585.662,123.689,82.459,1.00169,2.92311,49.9578,69,69,0.051,0,0
1,585.662,171624,0.0552261,585.661,124.55,83.0334,1.00866,2.92818,49.7847,70,70,0.05175,0,0
1,585.662,171624,0.10479,585.66,125.054,83.3695,1.01275,2.93114,49.6842,71,71,0.0525,0,0
1.00001,585.663,171626,0.213614,585.657,127.639,85.0929,1.03367,2.94617,49.1784,72,72,0.05325,0,0
1.00002,585.662,171629,0.452401,585.652,131.922,87.9483,1.06835,2.97057,48.3733,73,73,0.054,0,0
1.00005,585.666,171637,0.976182,585.635,144.009,96.0057,1.16619,3.03636,46.2984,74,74,0.05475,0,0
1.00012,585.67,171654,2.12339,585.6,169.551,113.034,1.37294,3.16282,42.6676,75,75,0.0555,0,0
1.00026,585.681,171690,4.62856,585.531,222.642,148.428,1.8026,3.3856,37.2326,76,76,0.05625,0,0
1.00057,585.705,171767,10.0459,585.372,338.913,225.942,2.74312,3.7603,30.174,77,77,0.057,0,0
1.00103,585.712,171906,21.3185,585.109,552.954,368.636,4.47347,4.24935,23.6177,78,78,0.05775,0,0
1.0015,585.689,172080,42.1534,584.813,820.216,546.811,6.63256,4.68902,19.3865,79,79,0.0585,0,0
1.00187,585.679,172210,73.3493,584.585,1020.33,680.218,8.24765,4.95158,17.3782,80,80,0.05925,0,0
1.00214,585.663,172294,112.638,584.414,1158.65,772.434,9.36331,5.11115,16.3053,81,81,0.06,0,0
1.00241,585.67,172363,158.367,584.262,1270.82,847.212,10.267,5.23024,15.5672,82,82,0.06075,0,0
1.00263,585.658,172417,209.868,584.124,1368.23,912.153,11.0516,5.32742,15.0009,83,83,0.0615,0,0
1.00287,585.669,172469,266.862,583.992,1455.96,970.64,11.7573,5.41051,14.5404,84,84,0.06225,0,0
1.00307,585.657,172509,329.223,583.866,1536.49,1024.33,12.4052,5.48355,14.1526,85,85,0.063,0,0
1.0033,585.669,172551,396.908,583.741,1611.61,1074.41,13.0086,5.54906,13.8174,86,86,0.06375,0,0
1.00349,585.656,172583,469.928,583.62,1682.3,1121.53,13.5767,5.60867,13.5225,87,87,0.0645,0,0
1.00372,585.67,172618,548.332,583.498,1749.54,1166.36,14.1161,5.66357,13.2588,88,88,0.06525,0,0
1.0039,585.655,172643,632.197,583.378,1813.75,1209.17,14.6315,5.71458,13.0205,89,89,0.066,0,0
1.00414,585.67,172673,721.626,583.256,1875.6,1250.4,15.1269,5.76234,12.8029,90,90,0.06675,0,0
1.00432,585.655,172693,816.74,583.135,1935.25,1290.16,15.6051,5.80735,12.6026,91,91,0.0675,0,0
1.00456,585.67,172719,917.677,583.011,1993.2,1328.8,16.0686,5.85,12.4168,92,92,0.06825,0,0
1.00475,585.654,172735,1024.59,582.887,2049.49,1366.32,16.5193,5.8906,12.2437,93,93,0.069,0,0
1.005,585.67,172757,1137.65,582.759,2104.53,1403.02,16.9588,5.92939,12.0813,94,94,0.06975,0,0
1.00519,585.654,172768,1257.04,582.631,2158.27,1438.85,17.3885,5.9666,11.9285,95,95,0.0705,0,0
1.00545,585.67,172787,1382.94,582.498,2211.1,1474.07,17.8096,6.0024,11.7839,96,96,0.07125,0,0
1.00565,585.654,172795,1515.58,582.365,2262.89,1508.59,18.223,6.03694,11.6468,97,97,0.072,0,0
1.00592,585.67,172810,1655.15,582.226,2314,1542.67,18.6297,6.07034,11.5163,98,98,0.07275,0,0
1.00613,585.654,172815,1801.9,582.086,2364.26,1576.18,19.0303,6.10271,11.3917,99,99,0.0735,0,0
1.00641,585.67,172827,1956.07,581.941,2414.04,1609.36,19.4256,6.13416,11.2724,100,100,0.07425,0,0
1.00663,585.653,172828,2117.9,581.794,2463.12,1642.08,19.816,6.16475,11.1579,101,101,0.075,0,0
1.00693,585.671,172837,2287.67,581.641,2511.86,1674.57,20.2023,6.19457,11.0478,102,102,0.07575,0,0
1.00717,585.653,172835,2465.64,581.486,2560.01,1706.68,20.5847,6.22368,10.9418,103,103,0.0765,0,0
1.00748,585.671,172840,2652.12,581.324,2607.96,1738.64,20.9637,6.25214,10.8394,104,104,0.07725,0,0
1.00773,585.653,172835,2847.39,581.16,2655.41,1770.27,21.3398,6.27999,10.7405,105,105,0.078,0,0
1.00806,585.671,172837,3051.77,580.988,2702.75,1801.84,21.7132,6.30728,10.6446,106,106,0.07875,0,0
1.00833,585.653,172828,3265.6,580.815,2749.68,1833.12,22.0842,6.33406,10.5516,107,107,0.0795,0,0
1.00868,585.671,172826,3489.2,580.633,2796.58,1864.39,22.4532,6.36035,10.4613,108,108,0.08025,0,0
1.00897,585.653,172814,3722.93,580.448,2843.13,1895.42,22.8204,6.3862,10.3735,109,109,0.081,0,0
1.00933,585.671,172809,3967.15,580.255,2889.74,1926.49,23.1861,6.41163,10.2879,110,110,0.08175,0,0
1.00964,585.653,172792,4222.26,580.058,2936.05,1957.36,23.5504,6.43666,10.2046,111,111,0.0825,0,0
1.01003,585.671,172784,4488.63,579.852,2982.48,1988.32,23.9135,6.46134,10.1232,112,112,0.08325,0,0
1.01037,585.652,172763,4766.69,579.643,3028.65,2019.1,24.2758,6.48567,10.0438,113,113,0.084,0,0
1.01078,585.671,172751,5056.85,579.424,3075.01,2050.01,24.6372,6.50968,9.96605,114,114,0.08475,0,0
1.01114,585.652,172726,5359.56,579.2,3121.15,2080.77,24.9981,6.53339,9.89004,115,115,0.0855,0,0
1.01158,585.671,172710,5675.28,578.966,3167.54,2111.69,25.3586,6.55681,9.81554,116,116,0.08625,0,0
1.01196,585.652,172680,6004.47,578.728,3213.74,2142.49,25.7187,6.57997,9.74256,117,117,0.087,0,0
1.01243,585.671,172659,6347.62,578.478,3260.24,2173.49,26.0787,6.60287,9.67091,118,118,0.08775,0,0
1.01285,585.652,172625,6705.26,578.223,3306.58,2204.39,26.4386,6.62554,9.60062,119,119,0.0885,0,0
1.01335,585.671,172600,7077.89,577.957,3353.27,2235.51,26.7986,6.64798,9.53152,120,120,0.08925,0,0
1.01379,585.652,172561,7466.06,577.684,3399.83,2266.55,27.1589,6.67021,9.46363,121,121,0.09,0,0
1.01433,585.672,172530,7870.35,577.399,3446.78,2297.85,27.5194,6.69223,9.3968,122,122,0.09075,0,0
1.0148,585.652,172486,8291.33,577.108,3493.63,2329.09,27.8803,6.71407,9.33106,123,123,0.0915,0,0
1.01538,585.672,172450,8729.59,576.803,3540.91,2360.61,28.2418,6.73573,9.26626,124,124,0.09225,0,0
1.01589,585.651,172400,9185.78,576.491,3588.12,2392.08,28.6038,6.75721,9.20246,125,125,0.093,0,0
1.0165,585.672,172358,9660.53,576.165,3635.8,2423.87,28.9665,6.77853,9.13949,126,126,0.09375,0,0
1.01705,585.651,172302,10154.5,575.831,3683.43,2455.62,29.33,6.7997,9.07742,127,127,0.0945,0,0
1.01771,585.672,172254,10668.4,575.483,3731.57,2487.71,29.6943,6.82071,9.0161,128,128,0.09525,0,0
1.0183,585.651,172191,11202.9,575.125,3779.68,2519.79,30.0595,6.84159,8.95559,129,129,0.096,0,0
1.019,585.672,172136,11758.8,574.752,3828.35,2552.23,30.4257,6.86233,8.89575,130,130,0.09675,0,0
1.01964,585.651,172067,12336.8,574.369,3877.01,2584.67,30.793,6.88295,8.83665,131,131,0.0975,0,0
1.02039,585.672,172005,12937.7,573.97,3926.26,2617.51,31.1614,6.90344,8.77816,132,132,0.09825,0,0
1.02108,585.651,171928,13562.4,573.559,3975.52,2650.35,31.5309,6.92382,8.72033,133,133,0.099,0,0
1.02188,585.672,171859,14211.6,573.132,4025.42,2683.61,31.9017,6.94409,8.66304,134,134,0.09975,0,0
1.02263,585.651,171774,14886.1,572.692,4075.34,2716.89,32.2738,6.96424,8.60635,135,135,0.1005,0,0
1.02348,585.672,171697,15587,572.234,4125.94,2750.63,32.6472,6.9843,8.55015,136,136,0.10125,0,0
1.02429,585.651,171603,16315.1,571.764,4176.59,2784.4,33.022,7.00426,8.4945,137,137,0.102,0,0
1.0252,585.672,171517,17071.4,571.274,4227.96,2818.64,33.3983,7.02413,8.43927,138,138,0.10275,0,0
1.02607,585.65,171415,17856.8,570.769,4279.4,2852.93,33.776,7.0439,8.38455,139,139,0.1035,0,0
1.02705,585.672,171320,18672.3,570.244,4331.59,2887.73,34.1552,7.0636,8.3302,140,140,0.10425,0,0
1.02799,585.65,171208,19519,569.704,4383.87,2922.58,34.536,7.0832,8.2763,141,141,0.105,0,0
1.02904,585.672,171102,20397.9,569.142,4436.96,2957.97,34.9185,7.10273,8.22274,142,142,0.10575,0,0
1.03005,585.65,170980,21310.1,568.564,4490.15,2993.43,35.3025,7.12218,8.16958,143,143,0.1065,0,0
1.03118,585.672,170864,22256.8,567.962,4544.19,3029.46,35.6882,7.14155,8.11671,144,144,0.10725,0,0
1.03227,585.65,170731,23239,567.343,4598.36,3065.58,36.0757,7.16086,8.0642,145,145,0.108,0,0
1.03348,585.672,170603,24258,566.699,4653.43,3102.28,36.4648,7.18009,8.01195,146,146,0.10875,0,0
1.03465,585.65,170458,25315,566.036,4708.64,3139.1,36.8558,7.19926,7.96002,147,147,0.1095,0,0
1.03595,585.672,170319,26411.2,565.347,4764.8,3176.53,37.2485,7.21836,7.90831,148,148,0.11025,0,0
1.03721,585.65,170161,27548,564.637,4821.13,3214.09,37.643,7.2374,7.85688,149,149,0.111,0,0
1.03861,585.672,170009,28726.6,563.9,4878.45,3252.3,38.0393,7.25637,7.80564,150,150,0.11175,0,0
1.03997,585.649,169837,29948.3,563.14,4935.98,3290.65,38.4375,7.27529,7.75464,151,151,0.1125,0,0
1.04147,585.672,169671,31214.7,562.352,4994.54,3329.69,38.8376,7.29415,7.7038,152,152,0.11325,0,0
1.04294,585.649,169486,32527,561.539,5053.33,3368.89,39.2395,7.31295,7.65316,153,153,0.114,0,0
1.04455,585.672,169305,33886.8,560.696,5113.22,3408.81,39.6434,7.33169,7.60265,154,154,0.11475,0,0
1.04613,585.649,169104,35295.4,559.827,5173.37,3448.91,40.0491,7.35038,7.55232,155,155,0.1155,0,0
1.04785,585.672,168908,36754.5,558.926,5234.66,3489.77,40.4568,7.36901,7.50207,156,156,0.11625,0,0
1.04956,585.649,168691,38265.5,557.997,5296.25,3530.83,40.8664,7.38759,7.45198,157,157,0.117,0,0
1.05141,585.672,168479,39830.1,557.034,5359.04,3572.69,41.2778,7.40612,7.40194,158,158,0.11775,0,0
1.05325,585.649,168244,41449.9,556.041,5422.16,3614.77,41.6913,7.42459,7.35203,159,159,0.1185,0,0
1.05524,585.672,168014,43126.4,555.012,5486.54,3657.69,42.1066,7.44302,7.30215,160,160,0.11925,0,0
1.05722,585.648,167762,44861.4,553.952,5551.29,3700.86,42.5239,7.46139,7.25235,161,161,0.12,0,0
1.05936,585.672,167513,46656.5,552.854,5617.37,3744.91,42.9431,7.47971,7.20257,162,162,0.12075,0,0
1.06149,585.648,167242,48513.5,551.723,5683.86,3789.24,43.3641,7.49798,7.15284,163,163,0.1215,0,0
1.06379,585.672,166973,50434.2,550.552,5751.74,3834.5,43.7871,7.5162,7.1031,164,164,0.12225,0,0
1.06609,585.648,166681,52420.2,549.344,5820.08,3880.05,44.212,7.53436,7.05338,165,165,0.123,0,0
1.06856,585.672,166392,54473.5,548.095,5889.88,3926.59,44.6387,7.55248,7.00363,166,166,0.12375,0,0
1.07103,585.648,166079,56595.8,546.808,5960.18,3973.46,45.0673,7.57054,6.95388,167,167,0.1245,0,0
1.07369,585.672,165767,58789,545.478,6032.03,4021.36,45.4977,7.58855,6.90407,168,168,0.12525,0,0
1.07635,585.647,165432,61055,544.106,6104.43,4069.62,45.93,7.60651,6.85423,169,169,0.126,0,0
1.0792,585.672,165097,63395.5,542.689,6178.46,4118.97,46.364,7.62442,6.80431,170,170,0.12675,0,0
1.08207,585.647,164738,65812.6,541.229,6253.09,4168.73,46.7997,7.64227,6.75434,171,171,0.1275,0,0
1.08514,585.671,164379,68308.1,539.722,6329.44,4219.63,47.2372,7.66007,6.70426,172,172,0.12825,0,0
1.08822,585.647,163995,70883.9,538.169,6406.45,4270.97,47.6764,7.67781,6.65411,173,173,0.129,0,0
1.09152,585.671,163611,73541.9,536.566,6485.27,4323.51,48.1172,7.69549,6.60383,174,174,0.12975,0,0
1.09484,585.647,163200,76284.1,534.915,6564.82,4376.54,48.5596,7.71312,6.55345,175,175,0.1305,0,0
1.09838,585.671,162790,79112.3,533.212,6646.27,4430.85,49.0036,7.73069,6.50293,176,176,0.13125,0,0
1.10196,585.646,162352,82028.5,531.459,6728.53,4485.68,49.449,7.7482,6.45229,177,177,0.132,0,0
1.10577,585.671,161914,85034.6,529.652,6812.79,4541.86,49.896,7.76565,6.40149,178,178,0.13275,0,0
1.10961,585.646,161448,88132.3,527.792,6897.94,4598.62,50.3443,7.78304,6.35054,179,179,0.1335,0,0
1.1137,585.671,160980,91323.7,525.877,6985.2,4656.8,50.794,7.80036,6.29942,180,180,0.13425,0,0
1.11785,585.646,160485,94610.5,523.906,7073.43,4715.62,51.245,7.81762,6.24813,181,181,0.135,0,0
1.12224,585.67,159988,97994.5,521.877,7163.9,4775.93,51.6972,7.83481,6.19665,182,182,0.13575,0,0
1.12669,585.645,159462,101477,519.79,7255.42,4836.94,52.1506,7.85193,6.14499,183,183,0.1365,0,0
1.13142,585.67,158934,105061,517.644,7349.3,4899.54,52.6051,7.86898,6.09313,184,184,0.13725,0,0
1.13621,585.645,158376,108747,515.438,7444.34,4962.89,53.0605,7.88596,6.04106,185,185,0.138,0,0
1.14128,585.67,157816,112537,513.17,7541.88,5027.92,53.5169,7.90286,5.98878,186,186,0.13875,0,0
1.14643,585.644,157226,116433,510.84,7640.67,5093.78,53.9742,7.91969,5.93629,187,187,0.1395,0,0
1.15188,585.669,156633,120436,508.447,7742.11,5161.41,54.4322,7.93643,5.88357,188,188,0.14025,0,0
1.15742,585.644,156010,124547,505.99,7844.92,5229.95,54.8909,7.9531,5.83062,189,189,0.141,0,0
1.16327,585.669,155383,128768,503.468,7950.53,5300.35,55.3501,7.96969,5.77744,190,190,0.14175,0,0
1.16923,585.643,154726,133100,500.88,8057.63,5371.76,55.8099,7.98618,5.72402,191,191,0.1425,0,0
1.17551,585.669,154065,137544,498.226,8167.69,5445.13,56.27,8.00259,5.67036,192,192,0.14325,0,0
1.18191,585.643,153374,142101,495.505,8279.39,5519.59,56.7305,8.01891,5.61646,193,193,0.144,0,0
1.18865,585.668,152678,146773,492.716,8394.21,5596.14,57.1911,8.03514,5.56231,194,194,0.14475,0,0
1.19553,585.642,151952,151559,489.858,8510.81,5673.87,57.6517,8.05127,5.50792,195,195,0.1455,0,0
1.20277,585.667,151221,156461,486.933,8630.72,5753.81,58.1124,8.06731,5.45328,196,196,0.14625,0,0
1.21016,585.642,150460,161479,483.937,8752.57,5835.05,58.5728,8.08324,5.39839,197,197,0.147,0,0
1.21792,585.667,149694,166614,480.873,8877.92,5918.61,59.033,8.09907,5.34326,198,198,0.14775,0,0
1.22586,585.641,148897,171865,477.739,9005.37,6003.58,59.4927,8.11479,5.28788,199,199,0.1485,0,0
1.23419,585.666,148096,177233,474.535,9136.54,6091.02,59.9519,8.13041,5.23227,200,200,0.14925,0,0
1.24271,585.64,147265,182718,471.26,9269.99,6179.99,60.4105,8.14591,5.1764,201,201,0.15,0,0
1.25164,585.665,146429,188320,467.918,9407.36,6271.57,60.8683,8.1613,5.12032,202,202,0.15075,0,0
